id,name,city,position,color
PH137405007,Isabelita,CITY OF SAN JUAN,"{'lat': 14.602719495625045, 'lng': 121.03086756737507}",#a78bfa
PH137405008,Kabayanan,CITY OF SAN JUAN,"{'lat': 14.596984152187545, 'lng': 121.02957415281256}",#e879f9
PH137405009,Little Baguio,CITY OF SAN JUAN,"{'lat': 14.601942341041722, 'lng': 121.0379445252501}",#27272a
PH137405010,Maytunas,CITY OF SAN JUAN,"{'lat': 14.594816514937548, 'lng': 121.03331076750007}",#a3e635
PH137405011,Onse,CITY OF SAN JUAN,"{'lat': 14.601090049538506, 'lng': 121.03224059069235}",#a3e635
PH137405012,Pasadeña,CITY OF SAN JUAN,"{'lat': 14.607697059500055, 'lng': 121.03461234122233}",#a78bfa
PH137405013,Pedro Cruz,CITY OF SAN JUAN,"{'lat': 14.60508085084621, 'lng': 121.0262956891539}",#22d3ee
PH137405014,Progreso,CITY OF SAN JUAN,"{'lat': 14.603295168142902, 'lng': 121.02065135514293}",#22d3ee
PH137405015,Rivera,CITY OF SAN JUAN,"{'lat': 14.605660111428636, 'lng': 121.02224588371432}",#a3e635
PH137405016,Salapan,CITY OF SAN JUAN,"{'lat': 14.611577892153893, 'lng': 121.02448688153851}",#e879f9
PH137405017,San Perfecto,CITY OF SAN JUAN,"{'lat': 14.603509097250061, 'lng': 121.02365250162505}",#e879f9
PH137405018,Santa Lucia,CITY OF SAN JUAN,"{'lat': 14.598248325800057, 'lng': 121.03436457706674}",#fb7185
PH137405019,Tibagan,CITY OF SAN JUAN,"{'lat': 14.601574508500054, 'lng': 121.02940118725007}",#a78bfa
PH137405020,West Crame,CITY OF SAN JUAN,"{'lat': 14.606564311800048, 'lng': 121.04885243230005}",#a78bfa
PH137405021,Greenhills,CITY OF SAN JUAN,"{'lat': 14.60271882746159, 'lng': 121.04495740394883}",#94a3b8
PH137501001,Barangay 1,CALOOCAN CITY,"{'lat': 14.65858184940006, 'lng': 120.97334173020003}",#27272a
PH137501002,Barangay 2,CALOOCAN CITY,"{'lat': 14.660984124875043, 'lng': 120.97235792150005}",#f472b6
PH137501003,Barangay 3,CALOOCAN CITY,"{'lat': 14.658544845000051, 'lng': 120.97205872560005}",#a3e635
PH137501004,Barangay 4,CALOOCAN CITY,"{'lat': 14.659280119500046, 'lng': 120.96985866150004}",#a78bfa
PH137501005,Barangay 5,CALOOCAN CITY,"{'lat': 14.656647157625052, 'lng': 120.97252024425005}",#94a3b8
PH137501006,Barangay 6,CALOOCAN CITY,"{'lat': 14.657442794000048, 'lng': 120.97071571066674}",#27272a
PH137501007,Barangay 7,CALOOCAN CITY,"{'lat': 14.655978236750052, 'lng': 120.97060315075007}",#e879f9
PH137501008,Barangay 8,CALOOCAN CITY,"{'lat': 14.656842957583384, 'lng': 120.9660992121667}",#22d3ee
PH137501009,Barangay 9,CALOOCAN CITY,"{'lat': 14.653203173125043, 'lng': 120.97363384025007}",#94a3b8
PH137501010,Barangay 10,CALOOCAN CITY,"{'lat': 14.654401477571477, 'lng': 120.97159019300007}",#a78bfa
PH137501011,Barangay 11,CALOOCAN CITY,"{'lat': 14.653776513375037, 'lng': 120.97080462662507}",#27272a
PH137501012,Barangay 12,CALOOCAN CITY,"{'lat': 14.653867876714331, 'lng': 120.9675946175715}",#fb7185
PH137501013,Barangay 13,CALOOCAN CITY,"{'lat': 14.652118273272777, 'lng': 120.97214197918187}",#27272a
PH137501014,Barangay 14,CALOOCAN CITY,"{'lat': 14.648968472000051, 'lng': 120.96712703577785}",#22d3ee
PH137501015,Barangay 15,CALOOCAN CITY,"{'lat': 14.649788573909142, 'lng': 120.97370711918187}",#22d3ee
PH137501016,Barangay 16,CALOOCAN CITY,"{'lat': 14.65053163300005, 'lng': 120.97062594727277}",#22d3ee
PH137501017,Barangay 17,CALOOCAN CITY,"{'lat': 14.649230140714337, 'lng': 120.97491254100007}",#94a3b8
PH137501018,Barangay 18,CALOOCAN CITY,"{'lat': 14.649077374333388, 'lng': 120.97088225100008}",#e879f9
PH137501019,Barangay 19,CALOOCAN CITY,"{'lat': 14.646889770666714, 'lng': 120.97492954011119}",#22d3ee
PH137501020,Barangay 20,CALOOCAN CITY,"{'lat': 14.647246742444501, 'lng': 120.97121364755562}",#e879f9
PH137501021,Barangay 21,CALOOCAN CITY,"{'lat': 14.64488149500005, 'lng': 120.97546594057148}",#fb7185
PH137501022,Barangay 22,CALOOCAN CITY,"{'lat': 14.645630340454607, 'lng': 120.97189332581824}",#22d3ee
PH137501023,Barangay 23,CALOOCAN CITY,"{'lat': 14.643365098166726, 'lng': 120.97470799750006}",#27272a
PH137501024,Barangay 24,CALOOCAN CITY,"{'lat': 14.643103897166725, 'lng': 120.97329262850006}",#a78bfa
PH137501025,Barangay 25,CALOOCAN CITY,"{'lat': 14.642044990000059, 'lng': 120.97624978212505}",#f472b6
PH137501026,Barangay 26,CALOOCAN CITY,"{'lat': 14.641582214000055, 'lng': 120.97463849600004}",#22d3ee
PH137501027,Barangay 27,CALOOCAN CITY,"{'lat': 14.641459871857185, 'lng': 120.9727112842858}",#a78bfa
PH137501028,Barangay 28,CALOOCAN CITY,"{'lat': 14.642776557789528, 'lng': 120.96674379336851}",#22d3ee
PH137501029,Barangay 29,CALOOCAN CITY,"{'lat': 14.640361215285752, 'lng': 120.97640069371434}",#a78bfa
PH137501030,Barangay 30,CALOOCAN CITY,"{'lat': 14.639306180666715, 'lng': 120.9745358503334}",#a78bfa
PH137501031,Barangay 31,CALOOCAN CITY,"{'lat': 14.640503295600041, 'lng': 120.97117046150007}",#a3e635
PH137501032,Barangay 32,CALOOCAN CITY,"{'lat': 14.638963384000045, 'lng': 120.97652798920004}",#fb7185
PH137501033,Barangay 33,CALOOCAN CITY,"{'lat': 14.636833095777824, 'lng': 120.97559043455561}",#a78bfa
PH137501034,Barangay 34,CALOOCAN CITY,"{'lat': 14.636948127111168, 'lng': 120.97330312611118}",#22d3ee
PH137501035,Barangay 35,CALOOCAN CITY,"{'lat': 14.638482008235348, 'lng': 120.96969283117653}",#fb7185
PH137501036,Barangay 36,CALOOCAN CITY,"{'lat': 14.636350754833378, 'lng': 120.97826937433341}",#22d3ee
PH137501037,Barangay 37,CALOOCAN CITY,"{'lat': 14.638322972571482, 'lng': 120.97802604328577}",#f472b6
PH137501038,Barangay 38,CALOOCAN CITY,"{'lat': 14.639941767857197, 'lng': 120.97897774971435}",#e879f9
PH137501039,Barangay 39,CALOOCAN CITY,"{'lat': 14.637504479600057, 'lng': 120.98263762580004}",#27272a
PH137501040,Barangay 40,CALOOCAN CITY,"{'lat': 14.638703236666705, 'lng': 120.98193110300006}",#a78bfa
PH137501041,Barangay 41,CALOOCAN CITY,"{'lat': 14.639807695600052, 'lng': 120.98254618460007}",#94a3b8
PH137501042,Barangay 42,CALOOCAN CITY,"{'lat': 14.639812450166716, 'lng': 120.98064910800007}",#f472b6
PH137501043,Barangay 43,CALOOCAN CITY,"{'lat': 14.640999112222277, 'lng': 120.9780635534445}",#94a3b8
PH137501044,Barangay 44,CALOOCAN CITY,"{'lat': 14.641135515500054, 'lng': 120.98029397100008}",#e879f9
PH137501045,Barangay 45,CALOOCAN CITY,"{'lat': 14.64120096120006, 'lng': 120.98258434580006}",#94a3b8
PH137501046,Barangay 46,CALOOCAN CITY,"{'lat': 14.642621027428634, 'lng': 120.97802102142862}",#22d3ee
PH137501047,Barangay 47,CALOOCAN CITY,"{'lat': 14.642757921166728, 'lng': 120.98011259033338}",#94a3b8
PH137501048,Barangay 48,CALOOCAN CITY,"{'lat': 14.64258923280006, 'lng': 120.98263048820004}",#22d3ee
PH137501049,Barangay 49,CALOOCAN CITY,"{'lat': 14.644847004166726, 'lng': 120.97738929700004}",#e879f9
PH137501050,Barangay 50,CALOOCAN CITY,"{'lat': 14.644054272142919, 'lng': 120.97905978600006}",#a3e635
PH137501051,Barangay 51,CALOOCAN CITY,"{'lat': 14.643911071000064, 'lng': 120.98209638328574}",#a3e635
PH137501052,Barangay 52,CALOOCAN CITY,"{'lat': 14.646817788000055, 'lng': 120.97708181600005}",#f472b6
PH137501053,Barangay 53,CALOOCAN CITY,"{'lat': 14.646265474428617, 'lng': 120.97865378028577}",#a3e635
PH137501054,Barangay 54,CALOOCAN CITY,"{'lat': 14.646742245857183, 'lng': 120.98145550942863}",#94a3b8
PH137501055,Barangay 55,CALOOCAN CITY,"{'lat': 14.645192200625054, 'lng': 120.98185784587506}",#f472b6
PH137501056,Barangay 56,CALOOCAN CITY,"{'lat': 14.648208352000049, 'lng': 120.9767694538334}",#22d3ee
PH137501057,Barangay 57,CALOOCAN CITY,"{'lat': 14.648244304142915, 'lng': 120.97933474771433}",#27272a
PH137501058,Barangay 58,CALOOCAN CITY,"{'lat': 14.64818674660005, 'lng': 120.98253106920008}",#22d3ee
PH137501059,Barangay 59,CALOOCAN CITY,"{'lat': 14.649794472166727, 'lng': 120.97685191216671}",#e879f9
PH137501060,Barangay 60,CALOOCAN CITY,"{'lat': 14.650467410285776, 'lng': 120.97879035357148}",#fb7185
PH137501061,Barangay 61,CALOOCAN CITY,"{'lat': 14.64946910933339, 'lng': 120.98180081900007}",#e879f9
PH137501062,Barangay 62,CALOOCAN CITY,"{'lat': 14.651112049166718, 'lng': 120.98160919200008}",#94a3b8
PH137501063,Barangay 63,CALOOCAN CITY,"{'lat': 14.651021091555613, 'lng': 120.97654684655562}",#fb7185
PH137501064,Barangay 64,CALOOCAN CITY,"{'lat': 14.652224823600045, 'lng': 120.9755937840001}",#e879f9
PH137501065,Barangay 65,CALOOCAN CITY,"{'lat': 14.652388026800054, 'lng': 120.97679306720008}",#fb7185
PH137501066,Barangay 66,CALOOCAN CITY,"{'lat': 14.652567235428624, 'lng': 120.97840676571434}",#e879f9
PH137501067,Barangay 67,CALOOCAN CITY,"{'lat': 14.652775083000051, 'lng': 120.98066382266676}",#a78bfa
PH137501068,Barangay 68,CALOOCAN CITY,"{'lat': 14.652953602571472, 'lng': 120.98325901128578}",#a3e635
PH137501069,Barangay 69,CALOOCAN CITY,"{'lat': 14.65387937971434, 'lng': 120.97829257457148}",#94a3b8
PH137501070,Barangay 70,CALOOCAN CITY,"{'lat': 14.65432385075006, 'lng': 120.97963350387508}",#fb7185
PH137501071,Barangay 71,CALOOCAN CITY,"{'lat': 14.654217842888935, 'lng': 120.98220223722228}",#fb7185
PH137501072,Barangay 72,CALOOCAN CITY,"{'lat': 14.655753682500043, 'lng': 120.98228486775008}",#a78bfa
PH137501073,Barangay 73,CALOOCAN CITY,"{'lat': 14.655633272100044, 'lng': 120.97606133410007}",#f472b6
PH137501074,Barangay 74,CALOOCAN CITY,"{'lat': 14.656446916000057, 'lng': 120.97881015433339}",#94a3b8
PH137501075,Barangay 75,CALOOCAN CITY,"{'lat': 14.655775749100048, 'lng': 120.98062795170009}",#a3e635
PH137501076,Barangay 76,CALOOCAN CITY,"{'lat': 14.656429434500048, 'lng': 120.98327288487506}",#a3e635
PH137501077,Barangay 77,CALOOCAN CITY,"{'lat': 14.657740434625047, 'lng': 120.98134396225007}",#e879f9
PH137501078,Barangay 78,CALOOCAN CITY,"{'lat': 14.658572615333393, 'lng': 120.98326956700005}",#22d3ee
PH137501079,Barangay 79,CALOOCAN CITY,"{'lat': 14.660397150714337, 'lng': 120.98124715071435}",#fb7185
PH137501080,Barangay 80,CALOOCAN CITY,"{'lat': 14.66005582530774, 'lng': 120.97705456276933}",#a78bfa
PH137501081,Barangay 81,CALOOCAN CITY,"{'lat': 14.658743143000038, 'lng': 120.98488051320005}",#a3e635
PH137501082,Barangay 82,CALOOCAN CITY,"{'lat': 14.662390044900041, 'lng': 120.98923529370009}",#f472b6
PH137501083,Barangay 83,CALOOCAN CITY,"{'lat': 14.659798043000045, 'lng': 120.98863610937507}",#27272a
PH137501084,Barangay 84,CALOOCAN CITY,"{'lat': 14.660794694666713, 'lng': 120.98770797922231}",#e879f9
PH137501085,Barangay 85,CALOOCAN CITY,"{'lat': 14.658701898200036, 'lng': 120.98974265220008}",#a3e635
PH137501086,Barangay 86,CALOOCAN CITY,"{'lat': 14.656376822000052, 'lng': 120.9864776974445}",#a78bfa
PH137501087,Barangay 87,CALOOCAN CITY,"{'lat': 14.656428403100051, 'lng': 120.99072355910008}",#e879f9
PH137501088,Barangay 88,CALOOCAN CITY,"{'lat': 14.65526297330005, 'lng': 120.98563919950007}",#f472b6
PH137501089,Barangay 89,CALOOCAN CITY,"{'lat': 14.65384661300005, 'lng': 120.98927818985722}",#27272a
PH137501090,Barangay 90,CALOOCAN CITY,"{'lat': 14.653338289600049, 'lng': 120.98649777100006}",#a78bfa
PH137501091,Barangay 91,CALOOCAN CITY,"{'lat': 14.652044302111157, 'lng': 120.98691609255563}",#27272a
PH137501092,Barangay 92,CALOOCAN CITY,"{'lat': 14.65412499828577, 'lng': 120.99154533900006}",#f472b6
PH137501093,Barangay 93,CALOOCAN CITY,"{'lat': 14.652006827750043, 'lng': 120.99053370887506}",#e879f9
PH137501094,Barangay 94,CALOOCAN CITY,"{'lat': 14.656501732750051, 'lng': 120.99423587975004}",#27272a
PH137501095,Barangay 95,CALOOCAN CITY,"{'lat': 14.656389684545502, 'lng': 120.99658351763645}",#22d3ee
PH137501096,Barangay 96,CALOOCAN CITY,"{'lat': 14.654556136000059, 'lng': 120.99366487890914}",#94a3b8
PH137501097,Barangay 97,CALOOCAN CITY,"{'lat': 14.652791493000052, 'lng': 120.99325703350006}",#e879f9
PH137501098,Barangay 98,CALOOCAN CITY,"{'lat': 14.652457123875053, 'lng': 120.99442319737506}",#fb7185
PH137501099,Barangay 99,CALOOCAN CITY,"{'lat': 14.65500715625005, 'lng': 120.9976676715001}",#f472b6
PH137501100,Barangay 100,CALOOCAN CITY,"{'lat': 14.653854510375055, 'lng': 120.99573895250006}",#94a3b8
PH137501101,Barangay 101,CALOOCAN CITY,"{'lat': 14.650875443214321, 'lng': 120.99399800921432}",#f472b6
PH137501102,Barangay 102,CALOOCAN CITY,"{'lat': 14.649868889000047, 'lng': 120.99449599500004}",#fb7185
PH137501103,Barangay 103,CALOOCAN CITY,"{'lat': 14.64942537566671, 'lng': 120.99050250900007}",#27272a
PH137501104,Barangay 104,CALOOCAN CITY,"{'lat': 14.649752436428619, 'lng': 120.98874436171435}",#94a3b8
PH137501105,Barangay 105,CALOOCAN CITY,"{'lat': 14.64820302233338, 'lng': 120.99355675488897}",#fb7185
PH137501106,Barangay 106,CALOOCAN CITY,"{'lat': 14.650324354000048, 'lng': 120.98451721800006}",#fb7185
PH137501107,Barangay 107,CALOOCAN CITY,"{'lat': 14.65032102500005, 'lng': 120.98613031080004}",#fb7185
PH137501108,Barangay 108,CALOOCAN CITY,"{'lat': 14.650273936600048, 'lng': 120.98756613180004}",#94a3b8
PH137501109,Barangay 109,CALOOCAN CITY,"{'lat': 14.648028395888932, 'lng': 120.98581393922228}",#a78bfa
PH137501110,Barangay 110,CALOOCAN CITY,"{'lat': 14.646685699400052, 'lng': 120.98454652220008}",#e879f9
PH137501111,Barangay 111,CALOOCAN CITY,"{'lat': 14.64653624050005, 'lng': 120.98597227816673}",#f472b6
PH137501112,Barangay 112,CALOOCAN CITY,"{'lat': 14.646626830400043, 'lng': 120.98744108080007}",#94a3b8
PH137501113,Barangay 113,CALOOCAN CITY,"{'lat': 14.645228559800056, 'lng': 120.98450074540006}",#e879f9
PH137501114,Barangay 114,CALOOCAN CITY,"{'lat': 14.64524643160006, 'lng': 120.98552290620005}",#a78bfa
PH137501115,Barangay 115,CALOOCAN CITY,"{'lat': 14.645220689800045, 'lng': 120.98624021080006}",#e879f9
PH137501116,Barangay 116,CALOOCAN CITY,"{'lat': 14.645177165200039, 'lng': 120.98739634200005}",#27272a
PH137501117,Barangay 117,CALOOCAN CITY,"{'lat': 14.643807098714344, 'lng': 120.98498323071433}",#e879f9
PH137501118,Barangay 118,CALOOCAN CITY,"{'lat': 14.642656833230813, 'lng': 120.98755969530778}",#a78bfa
PH137501119,Barangay 119,CALOOCAN CITY,"{'lat': 14.642526091200045, 'lng': 120.98463053980004}",#94a3b8
PH137501120,Barangay 120,CALOOCAN CITY,"{'lat': 14.639973649588281, 'lng': 120.98458785658828}",#e879f9
PH137501121,Barangay 121,CALOOCAN CITY,"{'lat': 14.646513532142908, 'lng': 120.98944623800006}",#a78bfa
PH137501122,Barangay 122,CALOOCAN CITY,"{'lat': 14.646241528142907, 'lng': 120.9925243108572}",#a3e635
PH137501123,Barangay 123,CALOOCAN CITY,"{'lat': 14.645124700600036, 'lng': 120.98883144040003}",#f472b6
PH137501124,Barangay 124,CALOOCAN CITY,"{'lat': 14.64486997866671, 'lng': 120.99031609533337}",#fb7185
PH137501125,Barangay 125,CALOOCAN CITY,"{'lat': 14.644820403000049, 'lng': 120.99197308533338}",#94a3b8
PH137501126,Barangay 126,CALOOCAN CITY,"{'lat': 14.643431534142914, 'lng': 120.99138588414291}",#fb7185
PH137501127,Barangay 127,CALOOCAN CITY,"{'lat': 14.641509139600055, 'lng': 120.99096561480005}",#94a3b8
PH137501128,Barangay 128,CALOOCAN CITY,"{'lat': 14.63969729757147, 'lng': 120.99037170171435}",#94a3b8
PH137501129,Barangay 129,CALOOCAN CITY,"{'lat': 14.638745041400034, 'lng': 120.98995899340002}",#22d3ee
PH137501130,Barangay 130,CALOOCAN CITY,"{'lat': 14.637828540400028, 'lng': 120.98972529080004}",#27272a
PH137501131,Barangay 131,CALOOCAN CITY,"{'lat': 14.637816154000042, 'lng': 120.99184923950007}",#fb7185
PH137501132,Barangay 132,CALOOCAN CITY,"{'lat': 14.663385924166713, 'lng': 120.99109541800009}",#22d3ee
PH137501133,Barangay 133,CALOOCAN CITY,"{'lat': 14.662672961333385, 'lng': 120.99267229150007}",#fb7185
PH137501134,Barangay 134,CALOOCAN CITY,"{'lat': 14.659390568333379, 'lng': 120.9909128413334}",#f472b6
PH137501135,Barangay 135,CALOOCAN CITY,"{'lat': 14.659234333857203, 'lng': 120.99269135771434}",#a78bfa
PH137501136,Barangay 136,CALOOCAN CITY,"{'lat': 14.658041904500047, 'lng': 120.99496678283337}",#a3e635
PH137501137,Barangay 137,CALOOCAN CITY,"{'lat': 14.661159395666724, 'lng': 120.9951744478334}",#fb7185
PH137501138,Barangay 138,CALOOCAN CITY,"{'lat': 14.659234661166712, 'lng': 120.99705252550005}",#e879f9
PH137501139,Barangay 139,CALOOCAN CITY,"{'lat': 14.65965097150005, 'lng': 120.99917513850005}",#a78bfa
PH137501140,Barangay 140,CALOOCAN CITY,"{'lat': 14.662918189500054, 'lng': 120.99539939887508}",#a78bfa
PH137501141,Barangay 141,CALOOCAN CITY,"{'lat': 14.66261558600005, 'lng': 120.99827471112506}",#94a3b8
PH137501142,Barangay 142,CALOOCAN CITY,"{'lat': 14.664563701285763, 'lng': 120.99275374671436}",#27272a
PH137501143,Barangay 143,CALOOCAN CITY,"{'lat': 14.663321595400054, 'lng': 120.99362486880008}",#94a3b8
PH137501144,Barangay 144,CALOOCAN CITY,"{'lat': 14.664135491000053, 'lng': 120.99453477633341}",#22d3ee
PH137501145,Barangay 145,CALOOCAN CITY,"{'lat': 14.665595808166728, 'lng': 120.99422832716674}",#94a3b8
PH137501146,Barangay 146,CALOOCAN CITY,"{'lat': 14.664948730125062, 'lng': 120.99601634450006}",#e879f9
PH137501147,Barangay 147,CALOOCAN CITY,"{'lat': 14.664460428833394, 'lng': 120.9976722753334}",#94a3b8
PH137501148,Barangay 148,CALOOCAN CITY,"{'lat': 14.66620019025006, 'lng': 120.99537499962507}",#a3e635
PH137501149,Barangay 149,CALOOCAN CITY,"{'lat': 14.667423863000051, 'lng': 120.99601883385719}",#f472b6
PH137501150,Barangay 150,CALOOCAN CITY,"{'lat': 14.666390791111162, 'lng': 120.99746267977783}",#fb7185
PH137501151,Barangay 151,CALOOCAN CITY,"{'lat': 14.66474577500005, 'lng': 120.99954251537505}",#a78bfa
PH137501152,Barangay 152,CALOOCAN CITY,"{'lat': 14.668196454833378, 'lng': 120.99794838133339}",#fb7185
PH137501153,Barangay 153,CALOOCAN CITY,"{'lat': 14.66722530760004, 'lng': 120.99896604880004}",#a78bfa
PH137501154,Barangay 154,CALOOCAN CITY,"{'lat': 14.665921025142902, 'lng': 120.99969016571433}",#fb7185
PH137501155,Barangay 155,CALOOCAN CITY,"{'lat': 14.668519700750046, 'lng': 120.99989049275005}",#a78bfa
PH137501156,Barangay 156,CALOOCAN CITY,"{'lat': 14.666553316333376, 'lng': 121.00109020644449}",#e879f9
PH137501157,Barangay 157,CALOOCAN CITY,"{'lat': 14.668215733666708, 'lng': 121.0012429883334}",#f472b6
PH137501158,Barangay 158,CALOOCAN CITY,"{'lat': 14.671489981450048, 'lng': 121.00339547330005}",#a3e635
PH137501159,Barangay 159,CALOOCAN CITY,"{'lat': 14.674729303454596, 'lng': 121.00655037981825}",#27272a
PH137501160,Barangay 160,CALOOCAN CITY,"{'lat': 14.678996972160054, 'lng': 121.0040094199601}",#e879f9
PH137501161,Barangay 161,CALOOCAN CITY,"{'lat': 14.676038043043528, 'lng': 121.0008151095653}",#e879f9
PH137501162,Barangay 162,CALOOCAN CITY,"{'lat': 14.682619780611166, 'lng': 121.00621928916674}",#f472b6
PH137501163,Barangay 163,CALOOCAN CITY,"{'lat': 14.681105716370425, 'lng': 121.0126249586667}",#a3e635
PH137501164,Barangay 164,CALOOCAN CITY,"{'lat': 14.688435741458386, 'lng': 121.01791465720838}",#94a3b8
PH137501165,Barangay 165,CALOOCAN CITY,"{'lat': 14.718736020735346, 'lng': 121.00529149194126}",#e879f9
PH137501166,Barangay 166,CALOOCAN CITY,"{'lat': 14.719686043571482, 'lng': 121.01214519138776}",#94a3b8
PH137501167,Barangay 167,CALOOCAN CITY,"{'lat': 14.73258648200005, 'lng': 121.01563418578087}",#27272a
PH137501168,Barangay 168,CALOOCAN CITY,"{'lat': 14.741319237578997, 'lng': 121.02007422371939}",#e879f9
PH137501169,Barangay 169,CALOOCAN CITY,"{'lat': 14.73292263085005, 'lng': 121.02302008015003}",#94a3b8
PH137501170,Barangay 170,CALOOCAN CITY,"{'lat': 14.735664088666715, 'lng': 121.03225940900002}",#27272a
PH137501171,Barangay 171,CALOOCAN CITY,"{'lat': 14.756339241243298, 'lng': 121.02102125279733}",#94a3b8
PH137501172,Barangay 172,CALOOCAN CITY,"{'lat': 14.74690639925005, 'lng': 121.04121058400005}",#a3e635
PH137501173,Barangay 173,CALOOCAN CITY,"{'lat': 14.754939735285765, 'lng': 121.03533736685719}",#e879f9
PH137501174,Barangay 174,CALOOCAN CITY,"{'lat': 14.763686916000044, 'lng': 121.0493261967648}",#22d3ee
PH137501175,Barangay 175,CALOOCAN CITY,"{'lat': 14.764741144244947, 'lng': 121.0390110315715}",#27272a
PH137501176,Barangay 176,CALOOCAN CITY,"{'lat': 14.776691479744493, 'lng': 121.04487687398895}",#f472b6
PH137501177,Barangay 177,CALOOCAN CITY,"{'lat': 14.746960279871017, 'lng': 121.05558102374201}",#f472b6
PH137501178,Barangay 178,CALOOCAN CITY,"{'lat': 14.758405831944495, 'lng': 121.06060189586118}",#a3e635
PH137501179,Barangay 179,CALOOCAN CITY,"{'lat': 14.74768962384005, 'lng': 121.07564106976008}",#22d3ee
PH137501180,Barangay 180,CALOOCAN CITY,"{'lat': 14.76316250427783, 'lng': 121.07534277183338}",#27272a
PH137501181,Barangay 181,CALOOCAN CITY,"{'lat': 14.76821672446672, 'lng': 121.08893871937784}",#a78bfa
PH137501182,Barangay 182,CALOOCAN CITY,"{'lat': 14.763705100266717, 'lng': 121.09391145296676}",#fb7185
PH137501183,Barangay 183,CALOOCAN CITY,"{'lat': 14.755321348277825, 'lng': 121.08380020494451}",#27272a
PH137501184,Barangay 184,CALOOCAN CITY,"{'lat': 14.768636097125047, 'lng': 121.08300498443757}",#e879f9
PH137501185,Barangay 185,CALOOCAN CITY,"{'lat': 14.769981938250051, 'lng': 121.07652843150007}",#f472b6
PH137501186,Barangay 186,CALOOCAN CITY,"{'lat': 14.768391714108155, 'lng': 121.07065973108112}",#fb7185
PH137501187,Barangay 187,CALOOCAN CITY,"{'lat': 14.764979594400046, 'lng': 121.06036640580005}",#e879f9
PH137501188,Barangay 188,CALOOCAN CITY,"{'lat': 14.771661773718801, 'lng': 121.06273830425006}",#22d3ee
PH137502001,Acacia,CITY OF MALABON,"{'lat': 14.667500842000045, 'lng': 120.96996843255562}",#e879f9
PH137502002,Baritan,CITY OF MALABON,"{'lat': 14.672060601250038, 'lng': 120.94775647525007}",#27272a
PH137502003,Bayan-bayanan,CITY OF MALABON,"{'lat': 14.675761584142906, 'lng': 120.94597466200004}",#94a3b8
PH137502004,Catmon,CITY OF MALABON,"{'lat': 14.66973742825005, 'lng': 120.96022426815004}",#e879f9
PH137502005,Concepcion,CITY OF MALABON,"{'lat': 14.669046249538509, 'lng': 120.95041271423085}",#e879f9
PH137502006,Dampalit,CITY OF MALABON,"{'lat': 14.687986786833383, 'lng': 120.93932089223341}",#27272a
PH137502007,Flores,CITY OF MALABON,"{'lat': 14.674908485714338, 'lng': 120.94255171671433}",#fb7185
PH137502008,Hulong Duhat,CITY OF MALABON,"{'lat': 14.679778186923128, 'lng': 120.94091827600006}",#27272a
PH137502009,Ibaba,CITY OF MALABON,"{'lat': 14.66451412570006, 'lng': 120.95113468600007}",#22d3ee
PH137502010,Longos,CITY OF MALABON,"{'lat': 14.653972233235342, 'lng': 120.96019036041183}",#22d3ee
PH137502011,Maysilo,CITY OF MALABON,"{'lat': 14.677993073705935, 'lng': 120.95995158441183}",#27272a
PH137502012,Muzon,CITY OF MALABON,"{'lat': 14.674799381666707, 'lng': 120.95072547508339}",#a78bfa
PH137502013,Niugan,CITY OF MALABON,"{'lat': 14.665916952538518, 'lng': 120.95561996630778}",#f472b6
PH137502014,Panghulo,CITY OF MALABON,"{'lat': 14.684241036381003, 'lng': 120.9519015168096}",#f472b6
PH137502015,Potrero,CITY OF MALABON,"{'lat': 14.668988230589788, 'lng': 120.98495832692315}",#a78bfa
PH137502016,San Agustin,CITY OF MALABON,"{'lat': 14.660976507000049, 'lng': 120.95212500466675}",#22d3ee
PH137502017,Santolan,CITY OF MALABON,"{'lat': 14.68965811992312, 'lng': 120.95819851053852}",#e879f9
PH137502018,Tañong (Pob.),CITY OF MALABON,"{'lat': 14.655926994076971, 'lng': 120.95298380353853}",#22d3ee
PH137502019,Tinajeros,CITY OF MALABON,"{'lat': 14.673854556333387, 'lng': 120.96638737053341}",#94a3b8
PH137502020,Tonsuya,CITY OF MALABON,"{'lat': 14.662549264833387, 'lng': 120.96250258700003}",#22d3ee
PH137502021,Tugatog,CITY OF MALABON,"{'lat': 14.664096098650052, 'lng': 120.96851008865004}",#a3e635
PH137503001,Sipac-Almacen,CITY OF NAVOTAS,"{'lat': 14.657042899714332, 'lng': 120.94669851385717}",#22d3ee
PH137503002,Bagumbayan North,CITY OF NAVOTAS,"{'lat': 14.651912814968798, 'lng': 120.94876706912505}",#a3e635
PH137503003,Bagumbayan South,CITY OF NAVOTAS,"{'lat': 14.651441262722276, 'lng': 120.9502278018334}",#f472b6
PH137503004,Bangculasi,CITY OF NAVOTAS,"{'lat': 14.648444078310394, 'lng': 120.95203721982762}",#a78bfa
PH137503005,Daanghari,CITY OF NAVOTAS,"{'lat': 14.66752960302946, 'lng': 120.94013355550005}",#a78bfa
PH137503006,Navotas East,CITY OF NAVOTAS,"{'lat': 14.654353942818231, 'lng': 120.94985916890916}",#a78bfa
PH137503007,Navotas West,CITY OF NAVOTAS,"{'lat': 14.654008053304393, 'lng': 120.94755820165224}",#fb7185
